Date,Product,Region,Sales
2023-04-02,Product A,West,904
2023-04-02,Product B,North,270
2023-04-02,Product B,South,282
2023-04-02,Product B,East,463
2023-04-02,Product B,West,138
2023-04-02,Product C,North,626
2023-04-02,Product C,South,987
2023-04-02,Product C,East,596
2023-04-02,Product C,West,615
2023-04-02,Product D,North,448
2023-04-02,Product D,South,496
2023-04-02,Product D,East,821
2023-04-02,Product D,West,260
2023-04-02,Product E,North,115
2023-04-02,Product E,South,592
2023-04-02,Product E,East,525
2023-04-02,Product E,West,207
2023-04-03,Product A,North,993
2023-04-03,Product A,South,549
2023-04-03,Product A,East,410
2023-04-03,Product A,West,838
2023-04-03,Product B,North,269
2023-04-03,Product B,South,645
2023-04-03,Product B,East,513
2023-04-03,Product B,West,350
2023-04-03,Product C,North,858
2023-04-03,Product C,South,880
2023-04-03,Product C,East,240
2023-04-03,Product C,West,373
2023-04-03,Product D,North,515
2023-04-03,Product D,South,707
2023-04-03,Product D,East,838
2023-04-03,Product D,West,990
2023-04-03,Product E,North,138
2023-04-03,Product E,South,913
2023-04-03,Product E,East,128
2023-04-03,Product E,West,576
2023-04-04,Product A,North,417
2023-04-04,Product A,South,344
2023-04-04,Product A,East,847
2023-04-04,Product A,West,796
2023-04-04,Product B,North,371
2023-04-04,Product B,South,539
2023-04-04,Product B,East,847
2023-04-04,Product B,West,338
2023-04-04,Product C,North,476
2023-04-04,Product C,South,365
2023-04-04,Product C,East,458
2023-04-04,Product C,West,439
2023-04-04,Product D,North,488
2023-04-04,Product D,South,676
2023-04-04,Product D,East,788
2023-04-04,Product D,West,102
2023-04-04,Product E,North,528
2023-04-04,Product E,South,241
2023-04-04,Product E,East,475
2023-04-04,Product E,West,769
2023-04-05,Product A,North,423
2023-04-05,Product A,South,245
2023-04-05,Product A,East,392
2023-04-05,Product A,West,764
2023-04-05,Product B,North,531
2023-04-05,Product B,South,804
2023-04-05,Product B,East,684
2023-04-05,Product B,West,498
2023-04-05,Product C,North,916
2023-04-05,Product C,South,988
2023-04-05,Product C,East,443
2023-04-05,Product C,West,239
2023-04-05,Product D,North,286
2023-04-05,Product D,South,904
2023-04-05,Product D,East,160
2023-04-05,Product D,West,479
2023-04-05,Product E,North,809
2023-04-05,Product E,South,906
2023-04-05,Product E,East,539
2023-04-05,Product E,West,418
2023-04-06,Product A,North,401
2023-04-06,Product A,South,443
2023-04-06,Product A,East,110
2023-04-06,Product A,West,161
2023-04-06,Product B,North,944
2023-04-06,Product B,South,325
2023-04-06,Product B,East,252
2023-04-06,Product B,West,810
2023-04-06,Product C,North,663
2023-04-06,Product C,South,871
2023-04-06,Product C,East,670
2023-04-06,Product C,West,683
2023-04-06,Product D,North,759
2023-04-06,Product D,South,960
2023-04-06,Product D,East,674
2023-04-06,Product D,West,409
2023-04-06,Product E,North,984
2023-04-06,Product E,South,342
2023-04-06,Product E,East,592
2023-04-06,Product E,West,465
2023-04-07,Product A,North,429
2023-04-07,Product A,South,206
2023-04-07,Product A,East,325
2023-04-07,Product A,West,924
2023-04-07,Product B,North,317
2023-04-07,Product B,South,852
2023-04-07,Product B,East,605
2023-04-07,Product B,West,358
2023-04-07,Product C,North,987
2023-04-07,Product C,South,873
2023-04-07,Product C,East,616
2023-04-07,Product C,West,872
2023-04-07,Product D,North,153
2023-04-07,Product D,South,146
2023-04-07,Product D,East,826
2023-04-07,Product D,West,788
2023-04-07,Product E,North,620
2023-04-07,Product E,South,198
2023-04-07,Product E,East,119
2023-04-07,Product E,West,989
2023-04-08,Product A,North,852
2023-04-08,Product A,South,672
2023-04-08,Product A,East,990
2023-04-08,Product A,West,589
2023-04-08,Product B,North,518
2023-04-08,Product B,South,789
2023-04-08,Product B,East,949
2023-04-08,Product B,West,161
2023-04-08,Product C,North,244
2023-04-08,Product C,South,315
2023-04-08,Product C,East,102
2023-04-08,Product C,West,259
2023-04-08,Product D,North,838
2023-04-08,Product D,South,880
2023-04-08,Product D,East,219
2023-04-08,Product D,West,992
2023-04-08,Product E,North,188
2023-04-08,Product E,South,428
2023-04-08,Product E,East,679
2023-04-08,Product E,West,456
2023-04-09,Product A,North,709
2023-04-09,Product A,South,366
2023-04-09,Product A,East,716
2023-04-09,Product A,West,422
2023-04-09,Product B,North,734
2023-04-09,Product B,South,640
2023-04-09,Product B,East,748
2023-04-09,Product B,West,294
2023-04-09,Product C,North,837
2023-04-09,Product C,South,431
2023-04-09,Product C,East,269
2023-04-09,Product C,West,620
2023-04-09,Product D,North,562
2023-04-09,Product D,South,139
2023-04-09,Product D,East,636
2023-04-09,Product D,West,360
2023-04-09,Product E,North,494
2023-04-09,Product E,South,325
2023-04-09,Product E,East,223
2023-04-09,Product E,West,137
2023-04-10,Product A,North,427
2023-04-10,Product A,South,350
2023-04-10,Product A,East,275
2023-04-10,Product A,West,701
2023-04-10,Product B,North,553
2023-04-10,Product B,South,136
2023-04-10,Product B,East,415
2023-04-10,Product B,West,787
2023-04-10,Product C,North,895
2023-04-10,Product C,South,692
2023-04-10,Product C,East,213
2023-04-10,Product C,West,139
2023-04-10,Product D,North,400
2023-04-10,Product D,South,323
2023-04-10,Product D,East,417
2023-04-10,Product D,West,448
2023-04-10,Product E,North,214
2023-04-10,Product E,South,797
2023-04-10,Product E,East,422
2023-04-10,Product E,West,667
2023-04-11,Product A,North,139
2023-04-11,Product A,South,965
2023-04-11,Product A,East,139
2023-04-11,Product A,West,958
2023-04-11,Product B,North,848
2023-04-11,Product B,South,388
2023-04-11,Product B,East,361
2023-04-11,Product B,West,315
2023-04-11,Product C,North,246
2023-04-11,Product C,South,435
2023-04-11,Product C,East,267
2023-04-11,Product C,West,191
2023-04-11,Product D,North,452
2023-04-11,Product D,South,670
2023-04-11,Product D,East,670
2023-04-11,Product D,West,915
2023-04-11,Product E,North,780
2023-04-11,Product E,South,880
2023-04-11,Product E,East,462
2023-04-11,Product E,West,656
2023-04-12,Product A,North,444
2023-04-12,Product A,South,792
2023-04-12,Product A,East,269
2023-04-12,Product A,West,455
2023-04-12,Product B,North,290
2023-04-12,Product B,South,766
2023-04-12,Product B,East,521
2023-04-12,Product B,West,799
2023-04-12,Product C,North,106
2023-04-12,Product C,South,232
2023-04-12,Product C,East,846
2023-04-12,Product C,West,656
2023-04-12,Product D,North,925
2023-04-12,Product D,South,860
2023-04-12,Product D,East,130
2023-04-12,Product D,West,634
2023-04-12,Product E,North,525
2023-04-12,Product E,South,493
2023-04-12,Product E,East,771
2023-04-12,Product E,West,462
2023-04-13,Product A,North,536
2023-04-13,Product A,South,769
2023-04-13,Product A,East,650
2023-04-13,Product A,West,181
2023-04-13,Product B,North,455
2023-04-13,Product B,South,357
2023-04-13,Product B,East,817
2023-04-13,Product B,West,688
2023-04-13,Product C,North,623
2023-04-13,Product C,South,394
2023-04-13,Product C,East,323
2023-04-13,Product C,West,624
2023-04-13,Product D,North,145
2023-04-13,Product D,South,766
2023-04-13,Product D,East,212
2023-04-13,Product D,West,332
2023-04-13,Product E,North,116
2023-04-13,Product E,South,459
2023-04-13,Product E,East,322
2023-04-13,Product E,West,965
2023-04-14,Product A,North,799
2023-04-14,Product A,South,547
2023-04-14,Product A,East,955
2023-04-14,Product A,West,464
2023-04-14,Product B,North,774
2023-04-14,Product B,South,425
2023-04-14,Product B,East,566
2023-04-14,Product B,West,513
2023-04-14,Product C,North,554
2023-04-14,Product C,South,685
2023-04-14,Product C,East,332
2023-04-14,Product C,West,323
2023-04-14,Product D,North,930
2023-04-14,Product D,South,511
2023-04-14,Product D,East,671
2023-04-14,Product D,West,434
2023-04-14,Product E,North,321
2023-04-14,Product E,South,136
2023-04-14,Product E,East,377
2023-04-14,Product E,West,295
2023-04-15,Product A,North,963
2023-04-15,Product A,South,583
2023-04-15,Product A,East,341
2023-04-15,Product A,West,423
2023-04-15,Product B,North,830
2023-04-15,Product B,South,291
2023-04-15,Product B,East,116
2023-04-15,Product B,West,623
2023-04-15,Product C,North,500
2023-04-15,Product C,South,985
2023-04-15,Product C,East,804
2023-04-15,Product C,West,121
2023-04-15,Product D,North,573
2023-04-15,Product D,South,219
2023-04-15,Product D,East,309
2023-04-15,Product D,West,405
2023-04-15,Product E,North,369
2023-04-15,Product E,South,803
2023-04-15,Product E,East,786
2023-04-15,Product E,West,384
2023-04-16,Product A,North,815
2023-04-16,Product A,South,775
2023-04-16,Product A,East,862
2023-04-16,Product A,West,326
2023-04-16,Product B,North,480
2023-04-16,Product B,South,559
2023-04-16,Product B,East,106
2023-04-16,Product B,West,128
2023-04-16,Product C,North,132
2023-04-16,Product C,South,745
2023-04-16,Product C,East,978
2023-04-16,Product C,West,178
2023-04-16,Product D,North,558
2023-04-16,Product D,South,669
2023-04-16,Product D,East,637
2023-04-16,Product D,West,581
2023-04-16,Product E,North,529
2023-04-16,Product E,South,837
2023-04-16,Product E,East,384
2023-04-16,Product E,West,615
2023-04-17,Product A,North,198
2023-04-17,Product A,South,496
2023-04-17,Product A,East,588
2023-04-17,Product A,West,138
2023-04-17,Product B,North,370
2023-04-17,Product B,South,986
2023-04-17,Product B,East,896
2023-04-17,Product B,West,256
2023-04-17,Product C,North,174
2023-04-17,Product C,South,983
2023-04-17,Product C,East,899
2023-04-17,Product C,West,229
2023-04-17,Product D,North,786
2023-04-17,Product D,South,183
2023-04-17,Product D,East,121
2023-04-17,Product D,West,558
2023-04-17,Product E,North,638
2023-04-17,Product E,South,806
2023-04-17,Product E,East,948
2023-04-17,Product E,West,481
2023-04-18,Product A,North,847
2023-04-18,Product A,South,539
2023-04-18,Product A,East,703
2023-04-18,Product A,West,120
2023-04-18,Product B,North,402
2023-04-18,Product B,South,968
2023-04-18,Product B,East,183
2023-04-18,Product B,West,873
2023-04-18,Product C,North,758
2023-04-18,Product C,South,552
2023-04-18,Product C,East,486
2023-04-18,Product C,West,606
2023-04-18,Product D,North,356
2023-04-18,Product D,South,669
2023-04-18,Product D,East,991
2023-04-18,Product D,West,626
2023-04-18,Product E,North,261
2023-04-18,Product E,South,262
2023-04-18,Product E,East,931
2023-04-18,Product E,West,892
2023-04-19,Product A,North,891
2023-04-19,Product A,South,623
2023-04-19,Product A,East,885
2023-04-19,Product A,West,370
2023-04-19,Product B,North,591
2023-04-19,Product B,South,307
2023-04-19,Product B,East,638
2023-04-19,Product B,West,683
2023-04-19,Product C,North,159
2023-04-19,Product C,South,529
2023-04-19,Product C,East,756
2023-04-19,Product C,West,704
2023-04-19,Product D,North,408
2023-04-19,Product D,South,619
2023-04-19,Product D,East,690
2023-04-19,Product D,West,126
2023-04-19,Product E,North,785
2023-04-19,Product E,South,661
2023-04-19,Product E,East,298
2023-04-19,Product E,West,486
2023-04-20,Product A,North,448
2023-04-20,Product A,South,792
2023-04-20,Product A,East,635
2023-04-20,Product A,West,927
2023-04-20,Product B,North,477
2023-04-20,Product B,South,998
2023-04-20,Product B,East,657
2023-04-20,Product B,West,626
2023-04-20,Product C,North,252
2023-04-20,Product C,South,833
2023-04-20,Product C,East,305
2023-04-20,Product C,West,554
2023-04-20,Product D,North,372
2023-04-20,Product D,South,993
2023-04-20,Product D,East,335
2023-04-20,Product D,West,951
2023-04-20,Product E,North,839
2023-04-20,Product E,South,620
2023-04-20,Product E,East,777
2023-04-20,Product E,West,930
2023-04-21,Product A,North,825
2023-04-21,Product A,South,600
2023-04-21,Product A,East,216
2023-04-21,Product A,West,485
2023-04-21,Product B,North,443
2023-04-21,Product B,South,683
2023-04-21,Product B,East,494
2023-04-21,Product B,West,163
2023-04-21,Product C,North,816
2023-04-21,Product C,South,820
2023-04-21,Product C,East,171
2023-04-21,Product C,West,888
2023-04-21,Product D,North,373
2023-04-21,Product D,South,419
2023-04-21,Product D,East,437
2023-04-21,Product D,West,465
2023-04-21,Product E,North,594
2023-04-21,Product E,South,706
2023-04-21,Product E,East,265
2023-04-21,Product E,West,643
2023-04-22,Product A,North,110
2023-04-22,Product A,South,400
2023-04-22,Product A,East,828
2023-04-22,Product A,West,900
2023-04-22,Product B,North,201
2023-04-22,Product B,South,524
2023-04-22,Product B,East,491
2023-04-22,Product B,West,878
2023-04-22,Product C,North,313
2023-04-22,Product C,South,790
2023-04-22,Product C,East,187
2023-04-22,Product C,West,652
2023-04-22,Product D,North,500
2023-04-22,Product D,South,687
2023-04-22,Product D,East,988
2023-04-22,Product D,West,145
2023-04-22,Product E,North,771
2023-04-22,Product E,South,562
2023-04-22,Product E,East,691
2023-04-22,Product E,West,409
2023-04-23,Product A,North,185
2023-04-23,Product A,South,191
2023-04-23,Product A,East,759
2023-04-23,Product A,West,772
2023-04-23,Product B,North,813
2023-04-23,Product B,South,341
2023-04-23,Product B,East,964
2023-04-23,Product B,West,101
2023-04-23,Product C,North,324
2023-04-23,Product C,South,900
2023-04-23,Product C,East,844
2023-04-23,Product C,West,688
2023-04-23,Product D,North,215
2023-04-23,Product D,South,765
2023-04-23,Product D,East,202
2023-04-23,Product D,West,293
2023-04-23,Product E,North,265
2023-04-23,Product E,South,970
2023-04-23,Product E,East,189
2023-04-23,Product E,West,785
2023-04-24,Product A,North,221
2023-04-24,Product A,South,242
2023-04-24,Product A,East,205
2023-04-24,Product A,West,986
2023-04-24,Product B,North,527
2023-04-24,Product B,South,404
2023-04-24,Product B,East,971
2023-04-24,Product B,West,416
2023-04-24,Product C,North,734
2023-04-24,Product C,South,108
2023-04-24,Product C,East,873
2023-04-24,Product C,West,172
2023-04-24,Product D,North,458
2023-04-24,Product D,South,322
2023-04-24,Product D,East,515
2023-04-24,Product D,West,652
2023-04-24,Product E,North,469
2023-04-24,Product E,South,815
2023-04-24,Product E,East,363
2023-04-24,Product E,West,939
2023-04-25,Product A,North,789
2023-04-25,Product A,South,959
2023-04-25,Product A,East,417
2023-04-25,Product A,West,183
2023-04-25,Product B,North,417
2023-04-25,Product B,South,210
2023-04-25,Product B,East,350
2023-04-25,Product B,West,482
2023-04-25,Product C,North,106
2023-04-25,Product C,South,558
2023-04-25,Product C,East,183
2023-04-25,Product C,West,307
2023-04-25,Product D,North,999
2023-04-25,Product D,South,489
2023-04-25,Product D,East,413
2023-04-25,Product D,West,121
2023-04-25,Product E,North,509
2023-04-25,Product E,South,994
2023-04-25,Product E,East,614
2023-04-25,Product E,West,226
2023-04-26,Product A,North,908
2023-04-26,Product A,South,799
2023-04-26,Product A,East,973
2023-04-26,Product A,West,113
2023-04-26,Product B,North,111
2023-04-26,Product B,South,186
2023-04-26,Product B,East,623
2023-04-26,Product B,West,636
2023-04-26,Product C,North,400
2023-04-26,Product C,South,342
2023-04-26,Product C,East,221
2023-04-26,Product C,West,246
2023-04-26,Product D,North,666
2023-04-26,Product D,South,849
2023-04-26,Product D,East,455
2023-04-26,Product D,West,784
2023-04-26,Product E,North,832
2023-04-26,Product E,South,730
2023-04-26,Product E,East,408
2023-04-26,Product E,West,794
2023-04-27,Product A,North,387
2023-04-27,Product A,South,406
2023-04-27,Product A,East,911
2023-04-27,Product A,West,693
2023-04-27,Product B,North,822
2023-04-27,Product B,South,761
2023-04-27,Product B,East,648
2023-04-27,Product B,West,451
2023-04-27,Product C,North,411
2023-04-27,Product C,South,972
2023-04-27,Product C,East,158
2023-04-27,Product C,West,742
2023-04-27,Product D,North,813
2023-04-27,Product D,South,854
2023-04-27,Product D,East,134
2023-04-27,Product D,West,544
2023-04-27,Product E,North,192
2023-04-27,Product E,South,306
2023-04-27,Product E,East,452
2023-04-27,Product E,West,431
2023-04-28,Product A,North,916
2023-04-28,Product A,South,961
2023-04-28,Product A,East,824
2023-04-28,Product A,West,258
2023-04-28,Product B,North,123
2023-04-28,Product B,South,503
2023-04-28,Product B,East,904
2023-04-28,Product B,West,615
2023-04-28,Product C,North,831
2023-04-28,Product C,South,463
2023-04-28,Product C,East,481
2023-04-28,Product C,West,631
2023-04-28,Product D,North,251
2023-04-28,Product D,South,661
2023-04-28,Product D,East,788
2023-04-28,Product D,West,707
2023-04-28,Product E,North,716
2023-04-28,Product E,South,519
2023-04-28,Product E,East,349
2023-04-28,Product E,West,216
2023-04-29,Product A,North,965
2023-04-29,Product A,South,611
2023-04-29,Product A,East,839
2023-04-29,Product A,West,677
2023-04-29,Product B,North,434
2023-04-29,Product B,South,517
2023-04-29,Product B,East,873
2023-04-29,Product B,West,394
2023-04-29,Product C,North,854
2023-04-29,Product C,South,470
2023-04-29,Product C,East,285
2023-04-29,Product C,West,345
2023-04-29,Product D,North,736
2023-04-29,Product D,South,367
2023-04-29,Product D,East,742
2023-04-29,Product D,West,336
2023-04-29,Product E,North,629
2023-04-29,Product E,South,651
2023-04-29,Product E,East,120
2023-04-29,Product E,West,836
2023-04-30,Product A,North,966
2023-04-30,Product A,South,893
2023-04-30,Product A,East,619
2023-04-30,Product A,West,199
2023-04-30,Product B,North,851
2023-04-30,Product B,South,577
2023-04-30,Product B,East,698
2023-04-30,Product B,West,397
2023-04-30,Product C,North,625
2023-04-30,Product C,South,433
2023-04-30,Product C,East,101
2023-04-30,Product C,West,474
2023-04-30,Product D,North,392
2023-04-30,Product D,South,936
2023-04-30,Product D,East,652
2023-04-30,Product D,West,417
2023-04-30,Product E,North,601
2023-04-30,Product E,South,927
2023-04-30,Product E,East,480
2023-04-30,Product E,West,722
2023-05-01,Product A,North,113
2023-05-01,Product A,South,603
2023-05-01,Product A,East,330
2023-05-01,Product A,West,183
2023-05-01,Product B,North,229
2023-05-01,Product B,South,842
2023-05-01,Product B,East,937
2023-05-01,Product B,West,244
2023-05-01,Product C,North,990
2023-05-01,Product C,South,956
2023-05-01,Product C,East,127
2023-05-01,Product C,West,165
2023-05-01,Product D,North,262
2023-05-01,Product D,South,328
2023-05-01,Product D,East,360
2023-05-01,Product D,West,548
2023-05-01,Product E,North,523
2023-05-01,Product E,South,559
2023-05-01,Product E,East,775
2023-05-01,Product E,West,400
2023-05-02,Product A,North,402
2023-05-02,Product A,South,386
2023-05-02,Product A,East,494
2023-05-02,Product A,West,109
2023-05-02,Product B,North,806
2023-05-02,Product B,South,729
2023-05-02,Product B,East,369
2023-05-02,Product B,West,691
2023-05-02,Product C,North,704
2023-05-02,Product C,South,877
2023-05-02,Product C,East,943
2023-05-02,Product C,West,961
2023-05-02,Product D,North,460
2023-05-02,Product D,South,356
2023-05-02,Product D,East,232
2023-05-02,Product D,West,375
2023-05-02,Product E,North,875
2023-05-02,Product E,South,782
2023-05-02,Product E,East,612
2023-05-02,Product E,West,412
2023-05-03,Product A,North,675
2023-05-03,Product A,South,985
2023-05-03,Product A,East,383
2023-05-03,Product A,West,220
2023-05-03,Product B,North,206
2023-05-03,Product B,South,786
2023-05-03,Product B,East,303
2023-05-03,Product B,West,264
2023-05-03,Product C,North,404
2023-05-03,Product C,South,596
2023-05-03,Product C,East,731
2023-05-03,Product C,West,655
2023-05-03,Product D,North,923
2023-05-03,Product D,South,255
2023-05-03,Product D,East,466
2023-05-03,Product D,West,818
2023-05-03,Product E,North,719
2023-05-03,Product E,South,350
2023-05-03,Product E,East,981
2023-05-03,Product E,West,433
2023-05-04,Product A,North,741
2023-05-04,Product A,South,610
2023-05-04,Product A,East,392
2023-05-04,Product A,West,119
2023-05-04,Product B,North,381
2023-05-04,Product B,South,896
2023-05-04,Product B,East,100
2023-05-04,Product B,West,218
2023-05-04,Product C,North,134
2023-05-04,Product C,South,297
2023-05-04,Product C,East,584
2023-05-04,Product C,West,856
2023-05-04,Product D,North,158
2023-05-04,Product D,South,936
2023-05-04,Product D,East,260
2023-05-04,Product D,West,790
2023-05-04,Product E,North,305
2023-05-04,Product E,South,111
2023-05-04,Product E,East,589
2023-05-04,Product E,West,375
2023-05-05,Product A,North,792
2023-05-05,Product A,South,341
2023-05-05,Product A,East,315
2023-05-05,Product A,West,350
2023-05-05,Product B,North,910
2023-05-05,Product B,South,225
2023-05-05,Product B,East,316
2023-05-05,Product B,West,405
2023-05-05,Product C,North,896
2023-05-05,Product C,South,284
2023-05-05,Product C,East,138
2023-05-05,Product C,West,322
2023-05-05,Product D,North,283
2023-05-05,Product D,South,594
2023-05-05,Product D,East,526
2023-05-05,Product D,West,277
2023-05-05,Product E,North,527
2023-05-05,Product E,South,393
2023-05-05,Product E,East,951
2023-05-05,Product E,West,250
2023-05-06,Product A,North,483
2023-05-06,Product A,South,737
2023-05-06,Product A,East,912
2023-05-06,Product A,West,407
2023-05-06,Product B,North,435
2023-05-06,Product B,South,845
2023-05-06,Product B,East,991
2023-05-06,Product B,West,474
2023-05-06,Product C,North,107
2023-05-06,Product C,South,440
2023-05-06,Product C,East,228
2023-05-06,Product C,West,875
2023-05-06,Product D,North,768
2023-05-06,Product D,South,451
2023-05-06,Product D,East,457
2023-05-06,Product D,West,616
2023-05-06,Product E,North,594
2023-05-06,Product E,South,185
2023-05-06,Product E,East,274
2023-05-06,Product E,West,901
2023-05-07,Product A,North,292
2023-05-07,Product A,South,410
2023-05-07,Product A,East,218
2023-05-07,Product A,West,317
2023-05-07,Product B,North,526
2023-05-07,Product B,South,513
2023-05-07,Product B,East,213
2023-05-07,Product B,West,244
2023-05-07,Product C,North,637
2023-05-07,Product C,South,747
2023-05-07,Product C,East,402
2023-05-07,Product C,West,843
2023-05-07,Product D,North,980
2023-05-07,Product D,South,687
2023-05-07,Product D,East,939
2023-05-07,Product D,West,444
2023-05-07,Product E,North,913
2023-05-07,Product E,South,900
2023-05-07,Product E,East,100
2023-05-07,Product E,West,246
2023-05-08,Product A,North,386
2023-05-08,Product A,South,753
2023-05-08,Product A,East,152
2023-05-08,Product A,West,403
2023-05-08,Product B,North,168
2023-05-08,Product B,South,460
2023-05-08,Product B,East,701
2023-05-08,Product B,West,319
2023-05-08,Product C,North,803
2023-05-08,Product C,South,674
2023-05-08,Product C,East,684
2023-05-08,Product C,West,260
2023-05-08,Product D,North,780
2023-05-08,Product D,South,188
2023-05-08,Product D,East,787
2023-05-08,Product D,West,880
2023-05-08,Product E,North,684
2023-05-08,Product E,South,856
2023-05-08,Product E,East,688
2023-05-08,Product E,West,258
2023-05-09,Product A,North,588
2023-05-09,Product A,South,423
2023-05-09,Product A,East,709
2023-05-09,Product A,West,480
2023-05-09,Product B,North,201
2023-05-09,Product B,South,593
2023-05-09,Product B,East,743
2023-05-09,Product B,West,713
2023-05-09,Product C,North,118
2023-05-09,Product C,South,553
2023-05-09,Product C,East,581
2023-05-09,Product C,West,693
2023-05-09,Product D,North,496
2023-05-09,Product D,South,378
2023-05-09,Product D,East,950
2023-05-09,Product D,West,464
2023-05-09,Product E,North,430
2023-05-09,Product E,South,740
2023-05-09,Product E,East,443
2023-05-09,Product E,West,921
2023-05-10,Product A,North,554
2023-05-10,Product A,South,700
2023-05-10,Product A,East,824
2023-05-10,Product A,West,754
2023-05-10,Product B,North,164
2023-05-10,Product B,South,175
2023-05-10,Product B,East,810
2023-05-10,Product B,West,242
2023-05-10,Product C,North,927
2023-05-10,Product C,South,704
2023-05-10,Product C,East,572
2023-05-10,Product C,West,516
2023-05-10,Product D,North,404
2023-05-10,Product D,South,835
2023-05-10,Product D,East,596
2023-05-10,Product D,West,390
2023-05-10,Product E,North,201
2023-05-10,Product E,South,366
2023-05-10,Product E,East,966
2023-05-10,Product E,West,721
2023-05-11,Product A,North,941
2023-05-11,Product A,South,876
2023-05-11,Product A,East,102
2023-05-11,Product A,West,184
2023-05-11,Product B,North,893
2023-05-11,Product B,South,427
2023-05-11,Product B,East,915
2023-05-11,Product B,West,549
2023-05-11,Product C,North,553
2023-05-11,Product C,South,728
2023-05-11,Product C,East,320
2023-05-11,Product C,West,253
2023-05-11,Product D,North,764
2023-05-11,Product D,South,111
2023-05-11,Product D,East,232
2023-05-11,Product D,West,403
2023-05-11,Product E,North,392
2023-05-11,Product E,South,399
2023-05-11,Product E,East,839
2023-05-11,Product E,West,882
2023-05-12,Product A,North,142
2023-05-12,Product A,South,442
2023-05-12,Product A,East,425
2023-05-12,Product A,West,913
2023-05-12,Product B,North,597
2023-05-12,Product B,South,463
2023-05-12,Product B,East,990
2023-05-12,Product B,West,526
2023-05-12,Product C,North,120
2023-05-12,Product C,South,506
2023-05-12,Product C,East,718
2023-05-12,Product C,West,435
2023-05-12,Product D,North,914
2023-05-12,Product D,South,216
2023-05-12,Product D,East,223
2023-05-12,Product D,West,498
2023-05-12,Product E,North,892
2023-05-12,Product E,South,903
2023-05-12,Product E,East,814
2023-05-12,Product E,West,150
2023-05-13,Product A,North,882
2023-05-13,Product A,South,423
2023-05-13,Product A,East,888
2023-05-13,Product A,West,240
2023-05-13,Product B,North,569
2023-05-13,Product B,South,886
2023-05-13,Product B,East,901
2023-05-13,Product B,West,433
2023-05-13,Product C,North,992
2023-05-13,Product C,South,472
2023-05-13,Product C,East,663
2023-05-13,Product C,West,593
2023-05-13,Product D,North,638
2023-05-13,Product D,South,768
2023-05-13,Product D,East,850
2023-05-13,Product D,West,255
2023-05-13,Product E,North,390
2023-05-13,Product E,South,747
2023-05-13,Product E,East,243
2023-05-13,Product E,West,205
2023-05-14,Product A,North,519
2023-05-14,Product A,South,769
2023-05-14,Product A,East,757
2023-05-14,Product A,West,101
2023-05-14,Product B,North,688
2023-05-14,Product B,South,743
2023-05-14,Product B,East,189
2023-05-14,Product B,West,444
2023-05-14,Product C,North,449
2023-05-14,Product C,South,558
2023-05-14,Product C,East,362
2023-05-14,Product C,West,450
2023-05-14,Product D,North,207
2023-05-14,Product D,South,685
2023-05-14,Product D,East,138
2023-05-14,Product D,West,258
2023-05-14,Product E,North,682
2023-05-14,Product E,South,411
2023-05-14,Product E,East,340
2023-05-14,Product E,West,544
2023-05-15,Product A,North,397
2023-05-15,Product A,South,135
2023-05-15,Product A,East,183
2023-05-15,Product A,West,551
2023-05-15,Product B,North,985
2023-05-15,Product B,South,874
2023-05-15,Product B,East,921
2023-05-15,Product B,West,484
2023-05-15,Product C,North,271
2023-05-15,Product C,South,475
2023-05-15,Product C,East,784
2023-05-15,Product C,West,461
2023-05-15,Product D,North,658
2023-05-15,Product D,South,990
2023-05-15,Product D,East,240
2023-05-15,Product D,West,986
2023-05-15,Product E,North,217
2023-05-15,Product E,South,376
2023-05-15,Product E,East,825
2023-05-15,Product E,West,319
2023-05-16,Product A,North,125
2023-05-16,Product A,South,620
2023-05-16,Product A,East,882
2023-05-16,Product A,West,109
2023-05-16,Product B,North,477
2023-05-16,Product B,South,732
2023-05-16,Product B,East,736
2023-05-16,Product B,West,781
2023-05-16,Product C,North,683
2023-05-16,Product C,South,251
2023-05-16,Product C,East,819
2023-05-16,Product C,West,148
2023-05-16,Product D,North,253
2023-05-16,Product D,South,958
2023-05-16,Product D,East,392
2023-05-16,Product D,West,679
2023-05-16,Product E,North,149
2023-05-16,Product E,South,763
2023-05-16,Product E,East,630
2023-05-16,Product E,West,711
2023-05-17,Product A,North,159
2023-05-17,Product A,South,266
2023-05-17,Product A,East,301
2023-05-17,Product A,West,956
2023-05-17,Product B,North,245
2023-05-17,Product B,South,775
2023-05-17,Product B,East,538
2023-05-17,Product B,West,341
2023-05-17,Product C,North,680
2023-05-17,Product C,South,786
2023-05-17,Product C,East,660
2023-05-17,Product C,West,582
2023-05-17,Product D,North,207
2023-05-17,Product D,South,325
2023-05-17,Product D,East,772
2023-05-17,Product D,West,730
2023-05-17,Product E,North,760
2023-05-17,Product E,South,761
2023-05-17,Product E,East,531
2023-05-17,Product E,West,904
2023-05-18,Product A,North,754
2023-05-18,Product A,South,518
2023-05-18,Product A,East,554
2023-05-18,Product A,West,259
2023-05-18,Product B,North,622
2023-05-18,Product B,South,749
2023-05-18,Product B,East,689
2023-05-18,Product B,West,176
2023-05-18,Product C,North,608
2023-05-18,Product C,South,540
2023-05-18,Product C,East,353
2023-05-18,Product C,West,869
2023-05-18,Product D,North,419
2023-05-18,Product D,South,902
2023-05-18,Product D,East,362
